Metric,Value
design__lint_error__count,0
design__lint_timing_construct__count,0
design__lint_warning__count,455
design__inferred_latch__count,0
design__instance__count,1012
design__instance__area,7764.95
design__instance_unmapped__count,0
synthesis__check_error__count,0
design__max_slew_violation__count__corner:nom_tt_025C_1v80,0
design__max_fanout_violation__count__corner:nom_tt_025C_1v80,14
design__max_cap_violation__count__corner:nom_tt_025C_1v80,0
power__internal__total,0.0004582373076118529
power__switching__total,0.00026554623036645353
power__leakage__total,6.5843583918479E-9
power__total,0.0007237900863401592
clock__skew__worst_hold__corner:nom_tt_025C_1v80,-0.2533165693352617
clock__skew__worst_setup__corner:nom_tt_025C_1v80,0.2565995544230787
timing__hold__ws__corner:nom_tt_025C_1v80,0.34420145485849707
timing__setup__ws__corner:nom_tt_025C_1v80,16.62010665024721
timing__hold__tns__corner:nom_tt_025C_1v80,0.0
timing__setup__tns__corner:nom_tt_025C_1v80,0.0
timing__hold__wns__corner:nom_tt_025C_1v80,0
timing__setup__wns__corner:nom_tt_025C_1v80,0.0
timing__hold_vio__count__corner:nom_tt_025C_1v80,0
timing__hold_r2r__ws__corner:nom_tt_025C_1v80,0.344201
timing__hold_r2r_vio__count__corner:nom_tt_025C_1v80,0
timing__setup_vio__count__corner:nom_tt_025C_1v80,0
timing__setup_r2r__ws__corner:nom_tt_025C_1v80,21.890974
timing__setup_r2r_vio__count__corner:nom_tt_025C_1v80,0
design__max_slew_violation__count__corner:nom_ss_100C_1v60,0
design__max_fanout_violation__count__corner:nom_ss_100C_1v60,14
design__max_cap_violation__count__corner:nom_ss_100C_1v60,0
clock__skew__worst_hold__corner:nom_ss_100C_1v60,-0.2542739146764716
clock__skew__worst_setup__corner:nom_ss_100C_1v60,0.25837613335732895
timing__hold__ws__corner:nom_ss_100C_1v60,0.9352890948673389
timing__setup__ws__corner:nom_ss_100C_1v60,13.27388725396208
timing__hold__tns__corner:nom_ss_100C_1v60,0.0
timing__setup__tns__corner:nom_ss_100C_1v60,0.0
timing__hold__wns__corner:nom_ss_100C_1v60,0
timing__setup__wns__corner:nom_ss_100C_1v60,0.0
timing__hold_vio__count__corner:nom_ss_100C_1v60,0
timing__hold_r2r__ws__corner:nom_ss_100C_1v60,0.935289
timing__hold_r2r_vio__count__corner:nom_ss_100C_1v60,0
timing__setup_vio__count__corner:nom_ss_100C_1v60,0
timing__setup_r2r__ws__corner:nom_ss_100C_1v60,19.057674
timing__setup_r2r_vio__count__corner:nom_ss_100C_1v60,0
design__max_slew_violation__count__corner:nom_ff_n40C_1v95,0
design__max_fanout_violation__count__corner:nom_ff_n40C_1v95,14
design__max_cap_violation__count__corner:nom_ff_n40C_1v95,0
clock__skew__worst_hold__corner:nom_ff_n40C_1v95,-0.2528143876914455
clock__skew__worst_setup__corner:nom_ff_n40C_1v95,0.25546529503789134
timing__hold__ws__corner:nom_ff_n40C_1v95,0.12387879961350914
timing__setup__ws__corner:nom_ff_n40C_1v95,17.759410444911897
timing__hold__tns__corner:nom_ff_n40C_1v95,0.0
timing__setup__tns__corner:nom_ff_n40C_1v95,0.0
timing__hold__wns__corner:nom_ff_n40C_1v95,0
timing__setup__wns__corner:nom_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:nom_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:nom_ff_n40C_1v95,0.123879
timing__hold_r2r_vio__count__corner:nom_ff_n40C_1v95,0
timing__setup_vio__count__corner:nom_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:nom_ff_n40C_1v95,22.983494
timing__setup_r2r_vio__count__corner:nom_ff_n40C_1v95,0
design__max_slew_violation__count,0
design__max_fanout_violation__count,14
design__max_cap_violation__count,0
clock__skew__worst_hold,-0.25227182168396634
clock__skew__worst_setup,0.25465932861037044
timing__hold__ws,0.12166834550896455
timing__setup__ws,13.209957057682416
timing__hold__tns,0.0
timing__setup__tns,0.0
timing__hold__wns,0
timing__setup__wns,0.0
timing__hold_vio__count,0
timing__hold_r2r__ws,0.121668
timing__hold_r2r_vio__count,0
timing__setup_vio__count,0
timing__setup_r2r__ws,19.006166
timing__setup_r2r_vio__count,0
design__die__bbox,0.0 0.0 130.0 130.0
design__core__bbox,5.52 10.88 124.2 116.96
design__io,107
design__die__area,16900
design__core__area,12589.6
design__instance__count__stdcell,1012
design__instance__area__stdcell,7764.95
design__instance__count__macros,0
design__instance__area__macros,0
design__instance__utilization,0.616776
design__instance__utilization__stdcell,0.616776
design__instance__count__class:buffer,2
design__instance__count__class:inverter,28
design__instance__count__class:sequential_cell,103
design__instance__count__class:multi_input_combinational_cell,528
flow__warnings__count,1
flow__errors__count,0
design__instance__count__class:fill_cell,907
design__instance__count__class:tap_cell,184
design__power_grid_violation__count__net:vccd1,0
design__power_grid_violation__count__net:vssd1,0
design__power_grid_violation__count,0
floorplan__design__io,105
design__io__hpwl,2719485
timing__drv__floating__nets,0
timing__drv__floating__pins,0
design__instance__displacement__total,0
design__instance__displacement__mean,0
design__instance__displacement__max,0
route__wirelength__estimated,12879.7
design__violations,0
design__instance__count__class:timing_repair_buffer,60
design__instance__count__class:clock_buffer,9
design__instance__count__class:clock_inverter,7
design__instance__count__setup_buffer,0
design__instance__count__hold_buffer,23
antenna__violating__nets,0
antenna__violating__pins,0
route__antenna_violation__count,0
design__instance__count__class:antenna_cell,91
antenna_diodes_count,0
route__net,767
route__net__special,2
route__drc_errors__iter:1,336
route__wirelength__iter:1,14570
route__drc_errors__iter:2,145
route__wirelength__iter:2,14389
route__drc_errors__iter:3,146
route__wirelength__iter:3,14338
route__drc_errors__iter:4,0
route__wirelength__iter:4,14302
route__drc_errors,0
route__wirelength,14302
route__vias,5093
route__vias__singlecut,5093
route__vias__multicut,0
design__disconnected_pin__count,18
design__critical_disconnected_pin__count,0
route__wirelength__max,240.81
timing__unannotated_net__count__corner:nom_tt_025C_1v80,91
timing__unannotated_net_filtered__count__corner:nom_tt_025C_1v80,0
timing__unannotated_net__count__corner:nom_ss_100C_1v60,91
timing__unannotated_net_filtered__count__corner:nom_ss_100C_1v60,0
timing__unannotated_net__count__corner:nom_ff_n40C_1v95,91
timing__unannotated_net_filtered__count__corner:nom_ff_n40C_1v95,0
design__max_slew_violation__count__corner:min_tt_025C_1v80,0
design__max_fanout_violation__count__corner:min_tt_025C_1v80,14
design__max_cap_violation__count__corner:min_tt_025C_1v80,0
clock__skew__worst_hold__corner:min_tt_025C_1v80,-0.2527283176490272
clock__skew__worst_setup__corner:min_tt_025C_1v80,0.2556541439797211
timing__hold__ws__corner:min_tt_025C_1v80,0.3378534214687607
timing__setup__ws__corner:min_tt_025C_1v80,16.653782824160984
timing__hold__tns__corner:min_tt_025C_1v80,0.0
timing__setup__tns__corner:min_tt_025C_1v80,0.0
timing__hold__wns__corner:min_tt_025C_1v80,0
timing__setup__wns__corner:min_tt_025C_1v80,0.0
timing__hold_vio__count__corner:min_tt_025C_1v80,0
timing__hold_r2r__ws__corner:min_tt_025C_1v80,0.337853
