Metric,Value
timing__unannotated_net__count__corner:nom_ff_n40C_1v95,83
timing__unannotated_net_filtered__count__corner:nom_ff_n40C_1v95,0
design__max_slew_violation__count__corner:min_tt_025C_1v80,756
design__max_fanout_violation__count__corner:min_tt_025C_1v80,187
design__max_cap_violation__count__corner:min_tt_025C_1v80,0
clock__skew__worst_hold__corner:min_tt_025C_1v80,-0.3131738568227481
clock__skew__worst_setup__corner:min_tt_025C_1v80,0.3137845350147143
timing__hold__ws__corner:min_tt_025C_1v80,0.3323671987262633
timing__setup__ws__corner:min_tt_025C_1v80,8.866013951729055
timing__hold__tns__corner:min_tt_025C_1v80,0.0
timing__setup__tns__corner:min_tt_025C_1v80,0.0
timing__hold__wns__corner:min_tt_025C_1v80,0
timing__setup__wns__corner:min_tt_025C_1v80,0.0
timing__hold_vio__count__corner:min_tt_025C_1v80,0
timing__hold_r2r__ws__corner:min_tt_025C_1v80,0.332367
timing__hold_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__setup_vio__count__corner:min_tt_025C_1v80,0
timing__setup_r2r__ws__corner:min_tt_025C_1v80,23.190517
timing__setup_r2r_vio__count__corner:min_tt_025C_1v80,0
timing__unannotated_net__count__corner:min_tt_025C_1v80,83
timing__unannotated_net_filtered__count__corner:min_tt_025C_1v80,0
design__max_slew_violation__count__corner:min_ss_100C_1v60,2663
design__max_fanout_violation__count__corner:min_ss_100C_1v60,187
design__max_cap_violation__count__corner:min_ss_100C_1v60,4
clock__skew__worst_hold__corner:min_ss_100C_1v60,-0.35100043309801415
clock__skew__worst_setup__corner:min_ss_100C_1v60,0.3516070589758259
timing__hold__ws__corner:min_ss_100C_1v60,0.916707957712492
timing__setup__ws__corner:min_ss_100C_1v60,-1.4702035560666529
timing__hold__tns__corner:min_ss_100C_1v60,0.0
timing__setup__tns__corner:min_ss_100C_1v60,-6.275190322762937
timing__hold__wns__corner:min_ss_100C_1v60,0
timing__setup__wns__corner:min_ss_100C_1v60,-1.4702035560666529
timing__hold_vio__count__corner:min_ss_100C_1v60,0
timing__hold_r2r__ws__corner:min_ss_100C_1v60,0.916708
timing__hold_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__setup_vio__count__corner:min_ss_100C_1v60,6
timing__setup_r2r__ws__corner:min_ss_100C_1v60,17.261595
timing__setup_r2r_vio__count__corner:min_ss_100C_1v60,0
timing__unannotated_net__count__corner:min_ss_100C_1v60,83
timing__unannotated_net_filtered__count__corner:min_ss_100C_1v60,0
design__max_slew_violation__count__corner:min_ff_n40C_1v95,44
design__max_fanout_violation__count__corner:min_ff_n40C_1v95,187
design__max_cap_violation__count__corner:min_ff_n40C_1v95,0
clock__skew__worst_hold__corner:min_ff_n40C_1v95,-0.2963484264086982
clock__skew__worst_setup__corner:min_ff_n40C_1v95,0.2969616858692697
timing__hold__ws__corner:min_ff_n40C_1v95,0.12068174579022846
timing__setup__ws__corner:min_ff_n40C_1v95,12.933493753163441
timing__hold__tns__corner:min_ff_n40C_1v95,0.0
timing__setup__tns__corner:min_ff_n40C_1v95,0.0
timing__hold__wns__corner:min_ff_n40C_1v95,0
timing__setup__wns__corner:min_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:min_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:min_ff_n40C_1v95,0.120682
timing__hold_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_vio__count__corner:min_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:min_ff_n40C_1v95,23.734175
timing__setup_r2r_vio__count__corner:min_ff_n40C_1v95,0
timing__unannotated_net__count__corner:min_ff_n40C_1v95,83
timing__unannotated_net_filtered__count__corner:min_ff_n40C_1v95,0
design__max_slew_violation__count__corner:max_tt_025C_1v80,1335
design__max_fanout_violation__count__corner:max_tt_025C_1v80,187
design__max_cap_violation__count__corner:max_tt_025C_1v80,0
clock__skew__worst_hold__corner:max_tt_025C_1v80,-0.3353122596714028
clock__skew__worst_setup__corner:max_tt_025C_1v80,0.33585427056735395
timing__hold__ws__corner:max_tt_025C_1v80,0.329470793306554
timing__setup__ws__corner:max_tt_025C_1v80,8.533675341246486
timing__hold__tns__corner:max_tt_025C_1v80,0.0
timing__setup__tns__corner:max_tt_025C_1v80,0.0
timing__hold__wns__corner:max_tt_025C_1v80,0
timing__setup__wns__corner:max_tt_025C_1v80,0.0
timing__hold_vio__count__corner:max_tt_025C_1v80,0
timing__hold_r2r__ws__corner:max_tt_025C_1v80,0.329471
timing__hold_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__setup_vio__count__corner:max_tt_025C_1v80,0
timing__setup_r2r__ws__corner:max_tt_025C_1v80,23.068970
timing__setup_r2r_vio__count__corner:max_tt_025C_1v80,0
timing__unannotated_net__count__corner:max_tt_025C_1v80,83
timing__unannotated_net_filtered__count__corner:max_tt_025C_1v80,0
design__max_slew_violation__count__corner:max_ss_100C_1v60,2930
design__max_fanout_violation__count__corner:max_ss_100C_1v60,187
design__max_cap_violation__count__corner:max_ss_100C_1v60,13
clock__skew__worst_hold__corner:max_ss_100C_1v60,-0.37986323495239754
clock__skew__worst_setup__corner:max_ss_100C_1v60,0.38040946469596154
timing__hold__ws__corner:max_ss_100C_1v60,0.9368235341530702
timing__setup__ws__corner:max_ss_100C_1v60,-1.9948345762095407
timing__hold__tns__corner:max_ss_100C_1v60,0.0
timing__setup__tns__corner:max_ss_100C_1v60,-10.19408053491435
timing__hold__wns__corner:max_ss_100C_1v60,0
timing__setup__wns__corner:max_ss_100C_1v60,-1.9948345762095407
timing__hold_vio__count__corner:max_ss_100C_1v60,0
timing__hold_r2r__ws__corner:max_ss_100C_1v60,0.936824
timing__hold_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__setup_vio__count__corner:max_ss_100C_1v60,9
timing__setup_r2r__ws__corner:max_ss_100C_1v60,16.890959
timing__setup_r2r_vio__count__corner:max_ss_100C_1v60,0
timing__unannotated_net__count__corner:max_ss_100C_1v60,83
timing__unannotated_net_filtered__count__corner:max_ss_100C_1v60,0
design__max_slew_violation__count__corner:max_ff_n40C_1v95,110
design__max_fanout_violation__count__corner:max_ff_n40C_1v95,187
design__max_cap_violation__count__corner:max_ff_n40C_1v95,0
clock__skew__worst_hold__corner:max_ff_n40C_1v95,-0.31513514911794444
clock__skew__worst_setup__corner:max_ff_n40C_1v95,0.3156693329413506
timing__hold__ws__corner:max_ff_n40C_1v95,0.11907775103003719
timing__setup__ws__corner:max_ff_n40C_1v95,12.71905461398155
timing__hold__tns__corner:max_ff_n40C_1v95,0.0
timing__setup__tns__corner:max_ff_n40C_1v95,0.0
timing__hold__wns__corner:max_ff_n40C_1v95,0
timing__setup__wns__corner:max_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:max_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:max_ff_n40C_1v95,0.119078
timing__hold_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_vio__count__corner:max_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:max_ff_n40C_1v95,23.643064
timing__setup_r2r_vio__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count__corner:max_ff_n40C_1v95,83
timing__unannotated_net_filtered__count__corner:max_ff_n40C_1v95,0
timing__unannotated_net__count,83
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:vccd1__corner:nom_tt_025C_1v80,1.79985
design_powergrid__drop__average__net:vccd1__corner:nom_tt_025C_1v80,1.79999
design_powergrid__drop__worst__net:vccd1__corner:nom_tt_025C_1v80,0.000153482
design_powergrid__voltage__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000156559
design_powergrid__drop__average__net:vssd1__corner:nom_tt_025C_1v80,0.0000147203
design_powergrid__drop__worst__net:vssd1__corner:nom_tt_025C_1v80,0.000156559
design_powergrid__voltage__worst,0.000156559
design_powergrid__voltage__worst__net:vccd1,1.79985
design_powergrid__drop__worst,0.000156559
design_powergrid__drop__worst__net:vccd1,0.000153482
design_powergrid__voltage__worst__net:vssd1,0.000156559
design_powergrid__drop__worst__net:vssd1,0.000156559
ir__voltage__worst,1.8000000000000000444089209850062616169452667236328125
ir__drop__avg,0.000014699999999999999864192835874465714596226462163031101226806640625
ir__drop__worst,0.00015300000000000000557019708136152758015668950974941253662109375
design__xor_difference__count,0
magic__drc_error__count,0
klayout__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
