Metric,Value
design__lint_error__count,0
design__lint_timing_construct__count,0
design__lint_warning__count,452
design__inferred_latch__count,0
design__instance__count,11250
design__instance__area,66675.2
design__instance_unmapped__count,0
synthesis__check_error__count,0
design__max_slew_violation__count__corner:nom_tt_025C_1v80,1068
design__max_fanout_violation__count__corner:nom_tt_025C_1v80,187
design__max_cap_violation__count__corner:nom_tt_025C_1v80,0
power__internal__total,0.0003636835899669677
power__switching__total,0.00015522782632615417
power__leakage__total,6.692927456697362E-8
power__total,0.0005189783405512571
clock__skew__worst_hold__corner:nom_tt_025C_1v80,-0.32207717959823023
clock__skew__worst_setup__corner:nom_tt_025C_1v80,0.322846897242972
timing__hold__ws__corner:nom_tt_025C_1v80,0.33124276481512177
timing__setup__ws__corner:nom_tt_025C_1v80,8.700754141215265
timing__hold__tns__corner:nom_tt_025C_1v80,0.0
timing__setup__tns__corner:nom_tt_025C_1v80,0.0
timing__hold__wns__corner:nom_tt_025C_1v80,0
timing__setup__wns__corner:nom_tt_025C_1v80,0.0
timing__hold_vio__count__corner:nom_tt_025C_1v80,0
timing__hold_r2r__ws__corner:nom_tt_025C_1v80,0.331243
timing__hold_r2r_vio__count__corner:nom_tt_025C_1v80,0
timing__setup_vio__count__corner:nom_tt_025C_1v80,0
timing__setup_r2r__ws__corner:nom_tt_025C_1v80,23.134809
timing__setup_r2r_vio__count__corner:nom_tt_025C_1v80,0
design__max_slew_violation__count__corner:nom_ss_100C_1v60,2785
design__max_fanout_violation__count__corner:nom_ss_100C_1v60,187
design__max_cap_violation__count__corner:nom_ss_100C_1v60,6
clock__skew__worst_hold__corner:nom_ss_100C_1v60,-0.3632231007663981
clock__skew__worst_setup__corner:nom_ss_100C_1v60,0.3639911530765558
timing__hold__ws__corner:nom_ss_100C_1v60,0.9269215657386941
timing__setup__ws__corner:nom_ss_100C_1v60,-1.721129953940176
timing__hold__tns__corner:nom_ss_100C_1v60,0.0
timing__setup__tns__corner:nom_ss_100C_1v60,-8.007344347560213
timing__hold__wns__corner:nom_ss_100C_1v60,0
timing__setup__wns__corner:nom_ss_100C_1v60,-1.721129953940176
timing__hold_vio__count__corner:nom_ss_100C_1v60,0
timing__hold_r2r__ws__corner:nom_ss_100C_1v60,0.926922
timing__hold_r2r_vio__count__corner:nom_ss_100C_1v60,0
timing__setup_vio__count__corner:nom_ss_100C_1v60,7
timing__setup_r2r__ws__corner:nom_ss_100C_1v60,17.079977
timing__setup_r2r_vio__count__corner:nom_ss_100C_1v60,0
design__max_slew_violation__count__corner:nom_ff_n40C_1v95,66
design__max_fanout_violation__count__corner:nom_ff_n40C_1v95,187
design__max_cap_violation__count__corner:nom_ff_n40C_1v95,0
clock__skew__worst_hold__corner:nom_ff_n40C_1v95,-0.30357159312234583
clock__skew__worst_setup__corner:nom_ff_n40C_1v95,0.30434086667786514
timing__hold__ws__corner:nom_ff_n40C_1v95,0.12028195446775407
timing__setup__ws__corner:nom_ff_n40C_1v95,12.826811975620833
timing__hold__tns__corner:nom_ff_n40C_1v95,0.0
timing__setup__tns__corner:nom_ff_n40C_1v95,0.0
timing__hold__wns__corner:nom_ff_n40C_1v95,0
timing__setup__wns__corner:nom_ff_n40C_1v95,0.0
timing__hold_vio__count__corner:nom_ff_n40C_1v95,0
timing__hold_r2r__ws__corner:nom_ff_n40C_1v95,0.120282
timing__hold_r2r_vio__count__corner:nom_ff_n40C_1v95,0
timing__setup_vio__count__corner:nom_ff_n40C_1v95,0
timing__setup_r2r__ws__corner:nom_ff_n40C_1v95,23.692617
timing__setup_r2r_vio__count__corner:nom_ff_n40C_1v95,0
design__max_slew_violation__count,2930
design__max_fanout_violation__count,187
design__max_cap_violation__count,13
clock__skew__worst_hold,-0.2963484264086982
clock__skew__worst_setup,0.2969616858692697
timing__hold__ws,0.11907775103003719
timing__setup__ws,-1.9948345762095407
timing__hold__tns,0.0
timing__setup__tns,-10.19408053491435
timing__hold__wns,0
timing__setup__wns,-1.9948345762095407
timing__hold_vio__count,0
timing__hold_r2r__ws,0.119078
timing__hold_r2r_vio__count,0
timing__setup_vio__count,22
timing__setup_r2r__ws,16.890959
timing__setup_r2r_vio__count,0
design__die__bbox,0.0 0.0 275.0 275.0
design__core__bbox,5.52 10.88 269.1 263.84
design__io,107
design__die__area,75625
design__core__area,66675.2
design__instance__count__stdcell,7822
design__instance__area__stdcell,56455.4
design__instance__count__macros,0
design__instance__area__macros,0
design__instance__count__padcells,0
design__instance__area__padcells,0
design__instance__count__cover,0
design__instance__area__cover,0
design__instance__utilization,0.846723
design__instance__utilization__stdcell,0.846723
design__rows,93
design__rows:unithd,93
design__sites,53289
design__sites:unithd,53289
design__instance__count__class:buffer,1
design__instance__area__class:buffer,5.0048
design__instance__count__class:inverter,69
design__instance__area__class:inverter,266.506
design__instance__count__class:sequential_cell,134
design__instance__area__class:sequential_cell,3520.88
design__instance__count__class:multi_input_combinational_cell,4160
design__instance__area__class:multi_input_combinational_cell,41720
flow__warnings__count,1
flow__errors__count,0
flow__warnings__count:ODB-0220,2
flow__warnings__type_count,1
flow__warnings__count:ORD-0039,1
design__instance__count__class:fill_cell,3428
design__instance__area__class:fill_cell,10219.8
design__instance__count__class:tap_cell,950
design__instance__area__class:tap_cell,1188.64
design__power_grid_violation__count__net:vccd1,0
design__power_grid_violation__count__net:vssd1,0
design__power_grid_violation__count,0
flow__warnings__count:GPL-0302,1
floorplan__design__io,105
design__io__hpwl,5841504
timing__drv__floating__nets,2
timing__drv__floating__pins,0
design__instance__displacement__total,17097.9
design__instance__displacement__mean,2.135
design__instance__displacement__max,39.04
route__wirelength__estimated,107401
design__violations,0
design__instance__count__class:timing_repair_buffer,495
design__instance__area__class:timing_repair_buffer,4439.26
flow__warnings__count:RSZ-0020,1
flow__warnings__count:STA-1140,6
design__instance__count__class:clock_buffer,32
design__instance__area__class:clock_buffer,357.843
design__instance__count__setup_buffer,72
design__instance__count__hold_buffer,45
global_route__vias,36165
global_route__wirelength,196891
antenna__violating__nets,0
antenna__violating__pins,0
route__antenna_violation__count,0
design__instance__count__class:antenna_cell,1981
design__instance__area__class:antenna_cell,4957.25
antenna_diodes_count,0
route__net,4913
route__net__special,2
route__drc_errors__iter:0,1559
route__wirelength__iter:0,121059
route__drc_errors__iter:1,626
route__wirelength__iter:1,119534
route__drc_errors__iter:2,626
route__wirelength__iter:2,119342
route__drc_errors__iter:3,36
route__wirelength__iter:3,119215
route__drc_errors__iter:4,0
route__wirelength__iter:4,119216
route__drc_errors,0
route__wirelength,119216
route__vias,38447
route__vias__singlecut,38447
route__vias__multicut,0
flow__warnings__count:DRT-0349,10
design__disconnected_pin__count,16
design__critical_disconnected_pin__count,0
route__wirelength__max,706.935
timing__unannotated_net__count__corner:nom_tt_025C_1v80,83
timing__unannotated_net_filtered__count__corner:nom_tt_025C_1v80,0
timing__unannotated_net__count__corner:nom_ss_100C_1v60,83
timing__unannotated_net_filtered__count__corner:nom_ss_100C_1v60,0
