Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_82_574,VGND,li1,269.7900,233.9200,0.000086
FILLER_82_555,VGND,li1,261.0500,233.9200,0.000088
FILLER_82_553,VGND,li1,260.3600,233.9200,0.000088
FILLER_82_550,VGND,li1,258.7500,233.9200,0.000089
FILLER_82_548,VGND,li1,258.0600,233.9200,0.000089
FILLER_82_536,VGND,li1,254.8400,233.9200,0.000089
FILLER_82_533,VGND,li1,250.9300,233.9200,0.000088
FILLER_82_530,VGND,li1,249.7800,233.9200,0.000088
FILLER_82_526,VGND,li1,248.4000,233.9200,0.000088
FILLER_82_514,VGND,li1,244.7200,233.9200,0.000088
FILLER_82_499,VGND,li1,235.2900,233.9200,0.000087
FILLER_82_497,VGND,li1,234.6000,233.9200,0.000087
FILLER_82_485,VGND,li1,231.3800,233.9200,0.000087
FILLER_82_482,VGND,li1,227.4700,233.9200,0.000085
FILLER_82_480,VGND,li1,226.7800,233.9200,0.000085
FILLER_82_477,VGND,li1,225.1700,233.9200,0.000085
FILLER_82_475,VGND,li1,224.2500,233.9200,0.000085
FILLER_82_472,VGND,li1,222.8700,233.9200,0.000084
FILLER_82_447,VGND,li1,212.0600,233.9200,0.000078
FILLER_82_411,VGND,li1,194.8100,233.9200,0.000058
FILLER_82_392,VGND,li1,186.0700,233.9200,0.000047
FILLER_82_367,VGND,li1,174.5700,233.9200,0.000038
FILLER_82_365,VGND,li1,173.8800,233.9200,0.000041
FILLER_82_363,VGND,li1,172.7300,233.9200,0.000041
FILLER_82_355,VGND,li1,170.6600,233.9200,0.000044
FILLER_82_343,VGND,li1,166.0600,233.9200,0.000050
FILLER_82_318,VGND,li1,152.0300,233.9200,0.000066
FILLER_82_316,VGND,li1,151.3400,233.9200,0.000068
FILLER_82_312,VGND,li1,149.9600,233.9200,0.000068
FILLER_82_309,VGND,li1,147.8900,233.9200,0.000070
FILLER_82_306,VGND,li1,146.7400,233.9200,0.000072
FILLER_82_302,VGND,li1,145.3600,233.9200,0.000072
FILLER_82_285,VGND,li1,139.3800,233.9200,0.000078
FILLER_82_246,VGND,li1,118.9100,233.9200,0.000091
FILLER_82_207,VGND,li1,100.9700,233.9200,0.000096
FILLER_82_201,VGND,li1,98.4400,233.9200,0.000097
FILLER_82_197,VGND,li1,97.0600,233.9200,0.000097
FILLER_82_194,VGND,li1,95.2200,233.9200,0.000097
FILLER_82_182,VGND,li1,92.0000,233.9200,0.000097
FILLER_82_174,VGND,li1,85.7900,233.9200,0.000096
FILLER_82_157,VGND,li1,77.9700,233.9200,0.000094
FILLER_82_120,VGND,li1,61.6400,233.9200,0.000086
FILLER_82_110,VGND,li1,57.0400,233.9200,0.000081
FILLER_82_98,VGND,li1,53.3600,233.9200,0.000077
FILLER_82_85,VGND,li1,44.8500,233.9200,0.000065
FILLER_82_83,VGND,li1,43.9300,233.9200,0.000065
FILLER_82_81,VGND,li1,43.2400,233.9200,0.000062
FILLER_82_77,VGND,li1,41.8600,233.9200,0.000062
FILLER_82_65,VGND,li1,35.6500,233.9200,0.000054
FILLER_82_37,VGND,li1,22.7700,233.9200,0.000039
FILLER_82_6,VGND,li1,8.5100,233.9200,0.000042
FILLER_81_1493,VGND,li1,692.5300,233.9200,0.000017
FILLER_81_1481,VGND,li1,689.5400,233.9200,0.000017
FILLER_81_1469,VGND,li1,684.0200,233.9200,0.000017
FILLER_81_1457,VGND,li1,678.5000,233.9200,0.000017
FILLER_81_1455,VGND,li1,675.0500,233.9200,0.000017
FILLER_81_1453,VGND,li1,674.3600,233.9200,0.000017
FILLER_81_1449,VGND,li1,672.9800,233.9200,0.000017
FILLER_81_1437,VGND,li1,669.3000,233.9200,0.000017
FILLER_81_1425,VGND,li1,663.7800,233.9200,0.000017
FILLER_81_1413,VGND,li1,658.2600,233.9200,0.000017
FILLER_81_1401,VGND,li1,652.7400,233.9200,0.000017
FILLER_81_1399,VGND,li1,649.2900,233.9200,0.000017
FILLER_81_1397,VGND,li1,648.6000,233.9200,0.000017
FILLER_81_1385,VGND,li1,645.3800,233.9200,0.000017
FILLER_81_1373,VGND,li1,639.8600,233.9200,0.000017
FILLER_81_1361,VGND,li1,634.3400,233.9200,0.000029
FILLER_81_1342,VGND,li1,623.3000,233.9200,0.000047
FILLER_81_1330,VGND,li1,617.7800,233.9200,0.000053
FILLER_81_1318,VGND,li1,612.2600,233.9200,0.000060
FILLER_81_1298,VGND,li1,603.0600,233.9200,0.000069
FILLER_81_1287,VGND,li1,597.7700,233.9200,0.000073
FILLER_81_1275,VGND,li1,592.4800,233.9200,0.000076
FILLER_81_1261,VGND,li1,586.0400,233.9200,0.000080
FILLER_81_1257,VGND,li1,584.6600,233.9200,0.000081
FILLER_81_1245,VGND,li1,580.9800,233.9200,0.000082
FILLER_81_1233,VGND,li1,574.5400,233.9200,0.000086
FILLER_81_1231,VGND,li1,572.0100,233.9200,0.000087
FILLER_81_1229,VGND,li1,571.3200,233.9200,0.000087
FILLER_81_1223,VGND,li1,568.3300,233.9200,0.000088
FILLER_81_1221,VGND,li1,567.6400,233.9200,0.000088
FILLER_81_1213,VGND,li1,564.4200,233.9200,0.000089
FILLER_81_1210,VGND,li1,562.3500,233.9200,0.000089
FILLER_81_1198,VGND,li1,559.3600,233.9200,0.000090
FILLER_81_1129,VGND,li1,525.0900,233.9200,0.000083
FILLER_81_1118,VGND,li1,520.2600,233.9200,0.000078
FILLER_81_1101,VGND,li1,512.2100,233.9200,0.000071
FILLER_81_1093,VGND,li1,510.1400,233.9200,0.000068
FILLER_81_1087,VGND,li1,506.4600,233.9200,0.000063
FILLER_81_1083,VGND,li1,504.1600,233.9200,0.000060
FILLER_81_1075,VGND,li1,501.8600,233.9200,0.000057
FILLER_81_1071,VGND,li1,498.6400,233.9200,0.000054
FILLER_81_1007,VGND,li1,468.9700,233.9200,0.000061
FILLER_81_998,VGND,li1,464.8300,233.9200,0.000067
FILLER_81_971,VGND,li1,452.4100,233.9200,0.000080
FILLER_81_969,VGND,li1,451.7200,233.9200,0.000080
FILLER_81_961,VGND,li1,449.4200,233.9200,0.000082
FILLER_81_948,VGND,li1,442.0600,233.9200,0.000087
FILLER_81_944,VGND,li1,440.6800,233.9200,0.000088
FILLER_81_940,VGND,li1,438.3800,233.9200,0.000090
FILLER_81_928,VGND,li1,435.1600,233.9200,0.000091
FILLER_81_916,VGND,li1,429.6400,233.9200,0.000094
FILLER_81_909,VGND,li1,424.1200,233.9200,0.000097
FILLER_81_895,VGND,li1,417.4500,233.9200,0.000101
FILLER_81_890,VGND,li1,415.1500,233.9200,0.000102
FILLER_81_882,VGND,li1,411.7000,233.9200,0.000103
FILLER_81_878,VGND,li1,410.3200,233.9200,0.000104
FILLER_81_812,VGND,li1,379.9600,233.9200,0.000103
FILLER_81_776,VGND,li1,362.7100,233.9200,0.000087
FILLER_81_750,VGND,li1,350.7500,233.9200,0.000071
FILLER_81_732,VGND,li1,344.0800,233.9200,0.000060
FILLER_81_729,VGND,li1,341.0900,233.9200,0.000052
FILLER_81_726,VGND,li1,339.9400,233.9200,0.000052
FILLER_81_708,VGND,li1,331.6600,233.9200,0.000036
FILLER_81_691,VGND,li1,323.6100,233.9200,0.000048
FILLER_81_683,VGND,li1,321.5400,233.9200,0.000051
FILLER_81_671,VGND,li1,314.4100,233.9200,0.000059
FILLER_81_669,VGND,li1,313.7200,233.9200,0.000059
FILLER_81_657,VGND,li1,307.9700,233.9200,0.000065
FILLER_81_643,VGND,li1,302.2200,233.9200,0.000072
FILLER_81_604,VGND,li1,283.8200,233.9200,0.000083
FILLER_81_600,VGND,li1,282.4400,233.9200,0.000083
FILLER_81_576,VGND,li1,270.7100,233.9200,0.000086
FILLER_81_570,VGND,li1,268.6400,233.9200,0.000086
FILLER_81_565,VGND,li1,265.6500,233.9200,0.000087
FILLER_81_561,VGND,li1,264.5000,233.9200,0.000087
FILLER_81_559,VGND,li1,262.8900,233.9200,0.000088
FILLER_81_555,VGND,li1,261.7400,233.9200,0.000088
FILLER_81_475,VGND,li1,224.2500,233.9200,0.000085
FILLER_81_457,VGND,li1,216.2000,233.9200,0.000081
FILLER_81_431,VGND,li1,204.0100,233.9200,0.000070
FILLER_81_429,VGND,li1,203.3200,233.9200,0.000070
FILLER_81_411,VGND,li1,194.8100,233.9200,0.000058
FILLER_81_391,VGND,li1,185.6100,233.9200,0.000047
FILLER_81_367,VGND,li1,174.5700,233.9200,0.000038
FILLER_81_337,VGND,li1,160.7700,233.9200,0.000058
FILLER_81_332,VGND,li1,158.7000,233.9200,0.000060
FILLER_81_321,VGND,li1,153.4100,233.9200,0.000066
FILLER_81_309,VGND,li1,150.4200,233.9200,0.000068
FILLER_81_306,VGND,li1,146.5100,233.9200,0.000072
FILLER_81_294,VGND,li1,143.5200,233.9200,0.000074
FILLER_81_287,VGND,li1,137.7700,233.9200,0.000080
FILLER_81_283,VGND,li1,136.6200,233.9200,0.000080
FILLER_81_261,VGND,li1,126.5000,233.9200,0.000087
FILLER_81_233,VGND,li1,112.9300,233.9200,0.000094
FILLER_81_206,VGND,li1,102.1200,233.9200,0.000096
FILLER_81_177,VGND,li1,87.4000,233.9200,0.000097
FILLER_81_166,VGND,li1,82.3400,233.9200,0.000096
FILLER_81_162,VGND,li1,80.9600,233.9200,0.000096
FILLER_81_149,VGND,li1,74.2900,233.9200,0.000093
FILLER_81_129,VGND,li1,65.0900,233.9200,0.000088
FILLER_81_104,VGND,li1,55.2000,233.9200,0.000079
FILLER_81_29,VGND,li1,19.0900,233.9200,0.000040
FILLER_81_9,VGND,li1,9.8900,233.9200,0.000042
FILLER_80_1493,VGND,li1,692.5300,228.4800,0.000019
FILLER_80_1485,VGND,li1,690.4600,228.4800,0.000019
FILLER_80_1483,VGND,li1,687.9300,228.4800,0.000019
FILLER_80_1481,VGND,li1,687.2400,228.4800,0.000019
FILLER_80_1477,VGND,li1,685.8600,228.4800,0.000019
FILLER_80_1465,VGND,li1,682.1800,228.4800,0.000019
FILLER_80_1453,VGND,li1,676.6600,228.4800,0.000019
FILLER_80_1441,VGND,li1,671.1400,228.4800,0.000019
FILLER_80_1429,VGND,li1,665.6200,228.4800,0.000019
FILLER_80_1427,VGND,li1,662.1700,228.4800,0.000019
FILLER_80_1425,VGND,li1,661.4800,228.4800,0.000019
FILLER_80_1421,VGND,li1,660.1000,228.4800,0.000019
FILLER_80_1409,VGND,li1,656.4200,228.4800,0.000019
FILLER_80_1397,VGND,li1,650.9000,228.4800,0.000019
FILLER_80_1385,VGND,li1,645.3800,228.4800,0.000019
FILLER_80_1373,VGND,li1,639.8600,228.4800,0.000019
FILLER_80_1370,VGND,li1,636.1800,228.4800,0.000025
FILLER_80_1366,VGND,li1,634.8000,228.4800,0.000028
FILLER_80_1354,VGND,li1,631.1200,228.4800,0.000034
FILLER_80_1338,VGND,li1,621.2300,228.4800,0.000052
FILLER_80_1334,VGND,li1,620.0800,228.4800,0.000057
FILLER_80_1313,VGND,li1,609.7300,228.4800,0.000072
FILLER_80_1311,VGND,li1,609.0400,228.4800,0.000072
FILLER_80_1304,VGND,li1,605.5900,228.4800,0.000078
FILLER_80_1302,VGND,li1,604.9000,228.4800,0.000078
FILLER_80_1294,VGND,li1,602.6000,228.4800,0.000081
FILLER_80_1290,VGND,li1,599.3800,228.4800,0.000084
FILLER_80_1235,VGND,li1,573.8500,228.4800,0.000109
FILLER_80_1233,VGND,li1,573.1600,228.4800,0.000109
FILLER_80_1229,VGND,li1,571.7800,228.4800,0.000110
FILLER_80_1203,VGND,li1,559.1300,228.4800,0.000116
FILLER_80_1191,VGND,li1,556.1400,228.4800,0.000117
FILLER_80_1188,VGND,li1,552.2300,228.4800,0.000118
FILLER_80_1184,VGND,li1,551.0800,228.4800,0.000119
FILLER_80_1147,VGND,li1,533.3700,228.4800,0.000106
FILLER_80_1145,VGND,li1,532.6800,228.4800,0.000106
FILLER_80_1133,VGND,li1,526.9300,228.4800,0.000100
FILLER_80_1093,VGND,li1,510.1400,228.4800,0.000081
FILLER_80_1090,VGND,li1,507.3800,228.4800,0.000076
FILLER_80_1086,VGND,li1,506.0000,228.4800,0.000076
FILLER_80_1080,VGND,li1,502.5500,228.4800,0.000069
FILLER_80_1049,VGND,li1,488.5200,228.4800,0.000047
FILLER_80_1040,VGND,li1,484.1500,228.4800,0.000046
FILLER_80_1037,VGND,li1,482.7700,228.4800,0.000050
FILLER_80_1013,VGND,li1,471.9600,228.4800,0.000075
FILLER_80_999,VGND,li1,467.8200,228.4800,0.000082
FILLER_80_993,VGND,li1,462.7600,228.4800,0.000091
FILLER_80_989,VGND,li1,461.3800,228.4800,0.000093
FILLER_80_979,VGND,li1,456.0900,228.4800,0.000099
FILLER_80_971,VGND,li1,452.4100,228.4800,0.000101
FILLER_80_967,VGND,li1,451.2600,228.4800,0.000103
FILLER_80_957,VGND,li1,447.5800,228.4800,0.000106
FILLER_80_950,VGND,li1,442.7500,228.4800,0.000110
FILLER_80_942,VGND,li1,440.6800,228.4800,0.000112
FILLER_80_925,VGND,li1,431.4800,228.4800,0.000119
FILLER_80_907,VGND,li1,422.9700,228.4800,0.000123
FILLER_80_862,VGND,li1,402.2700,228.4800,0.000121
FILLER_80_854,VGND,li1,398.5900,228.4800,0.000119
FILLER_80_821,VGND,li1,383.6400,228.4800,0.000111
FILLER_80_813,VGND,li1,381.3400,228.4800,0.000109
FILLER_80_811,VGND,li1,378.8100,228.4800,0.000105
FILLER_80_809,VGND,li1,378.1200,228.4800,0.000105
FILLER_80_799,VGND,li1,373.2900,228.4800,0.000101
FILLER_80_795,VGND,li1,371.6800,228.4800,0.000098
FILLER_80_769,VGND,li1,362.0200,228.4800,0.000089
FILLER_80_757,VGND,li1,354.6600,228.4800,0.000080
FILLER_80_752,VGND,li1,352.3600,228.4800,0.000077
FILLER_80_698,VGND,li1,327.0600,228.4800,0.000059
FILLER_80_689,VGND,li1,323.3800,228.4800,0.000064
FILLER_80_669,VGND,li1,313.4900,228.4800,0.000085
FILLER_80_605,VGND,li1,285.6600,228.4800,0.000124
FILLER_80_587,VGND,li1,275.7700,228.4800,0.000130
FILLER_80_559,VGND,li1,262.8900,228.4800,0.000136
FILLER_80_499,VGND,li1,235.2900,228.4800,0.000140
FILLER_80_479,VGND,li1,226.3200,228.4800,0.000131
FILLER_80_475,VGND,li1,224.2500,228.4800,0.000129
FILLER_80_473,VGND,li1,223.5600,228.4800,0.000126
FILLER_80_461,VGND,li1,220.3400,228.4800,0.000123
FILLER_80_449,VGND,li1,214.8200,228.4800,0.000115
FILLER_80_433,VGND,li1,204.9300,228.4800,0.000102
FILLER_80_421,VGND,li1,201.9400,228.4800,0.000098
FILLER_80_412,VGND,li1,196.8800,228.4800,0.000089
FILLER_80_409,VGND,li1,193.8900,228.4800,0.000081
FILLER_80_405,VGND,li1,192.7400,228.4800,0.000081
FILLER_80_352,VGND,li1,168.3600,228.4800,0.000088
FILLER_80_338,VGND,li1,161.9200,228.4800,0.000105
FILLER_80_326,VGND,li1,158.2400,228.4800,0.000123
FILLER_80_319,VGND,li1,152.7200,228.4800,0.000140
FILLER_80_294,VGND,li1,140.9900,228.4800,0.000164
FILLER_80_251,VGND,li1,121.2100,228.4800,0.000169
FILLER_80_246,VGND,li1,118.9100,228.4800,0.000169
FILLER_80_213,VGND,li1,103.7300,228.4800,0.000166
FILLER_80_209,VGND,li1,102.5800,228.4800,0.000166
FILLER_80_197,VGND,li1,98.9000,228.4800,0.000165
FILLER_80_195,VGND,li1,95.4500,228.4800,0.000163
FILLER_80_191,VGND,li1,93.8400,228.4800,0.000163
FILLER_80_187,VGND,li1,92.4600,228.4800,0.000162
FILLER_80_181,VGND,li1,89.0100,228.4800,0.000160
FILLER_80_179,VGND,li1,88.3200,228.4800,0.000159
FILLER_80_167,VGND,li1,85.1000,228.4800,0.000157
FILLER_80_150,VGND,li1,74.7500,228.4800,0.000150
FILLER_80_128,VGND,li1,64.6300,228.4800,0.000135
FILLER_80_111,VGND,li1,57.0400,228.4800,0.000119
FILLER_80_99,VGND,li1,53.8200,228.4800,0.000113
FILLER_80_90,VGND,li1,47.1500,228.4800,0.000096
FILLER_80_87,VGND,li1,45.7700,228.4800,0.000091
FILLER_80_85,VGND,li1,45.0800,228.4800,0.000091
FILLER_80_82,VGND,li1,43.7000,228.4800,0.000085
FILLER_79_1493,VGND,li1,692.5300,228.4800,0.000019
FILLER_79_1481,VGND,li1,689.5400,228.4800,0.000019
FILLER_79_1469,VGND,li1,684.0200,228.4800,0.000019
FILLER_79_1457,VGND,li1,678.5000,228.4800,0.000019
FILLER_79_1455,VGND,li1,675.0500,228.4800,0.000019
FILLER_79_1453,VGND,li1,674.3600,228.4800,0.000019
FILLER_79_1449,VGND,li1,672.9800,228.4800,0.000019
FILLER_79_1437,VGND,li1,669.3000,228.4800,0.000019
FILLER_79_1425,VGND,li1,663.7800,228.4800,0.000019
FILLER_79_1413,VGND,li1,658.2600,228.4800,0.000019
FILLER_79_1401,VGND,li1,652.7400,228.4800,0.000019
FILLER_79_1399,VGND,li1,649.2900,228.4800,0.000019
FILLER_79_1397,VGND,li1,648.6000,228.4800,0.000019
FILLER_79_1385,VGND,li1,645.3800,228.4800,0.000019
FILLER_79_1373,VGND,li1,639.8600,228.4800,0.000019
FILLER_79_1361,VGND,li1,634.3400,228.4800,0.000028
FILLER_79_1343,VGND,li1,623.5300,228.4800,0.000049
FILLER_79_1315,VGND,li1,611.3400,228.4800,0.000069
FILLER_79_1298,VGND,li1,602.8300,228.4800,0.000081
FILLER_79_1286,VGND,li1,597.5400,228.4800,0.000086
FILLER_79_1278,VGND,li1,595.2400,228.4800,0.000089
FILLER_79_1266,VGND,li1,590.6400,228.4800,0.000095
FILLER_79_1255,VGND,li1,583.0500,228.4800,0.000101
FILLER_79_1173,VGND,li1,545.3300,228.4800,0.000119
FILLER_79_1171,VGND,li1,544.6400,228.4800,0.000119
FILLER_79_1164,VGND,li1,541.1900,228.4800,0.000117
FILLER_79_1152,VGND,li1,538.2000,228.4800,0.000113
FILLER_79_1138,VGND,li1,531.7600,228.4800,0.000106
FILLER_79_1123,VGND,li1,522.3300,228.4800,0.000095
FILLER_79_1065,VGND,li1,495.6500,228.4800,0.000059
FILLER_79_1059,VGND,li1,492.8900,228.4800,0.000055
FILLER_79_1057,VGND,li1,492.2000,228.4800,0.000051
FILLER_79_1053,VGND,li1,490.8200,228.4800,0.000051
FILLER_79_1041,VGND,li1,487.1400,228.4800,0.000042
FILLER_79_1035,VGND,li1,482.0800,228.4800,0.000050
FILLER_79_1027,VGND,li1,479.7800,228.4800,0.000055
FILLER_79_1015,VGND,li1,475.1800,228.4800,0.000066
FILLER_79_1006,VGND,li1,468.7400,228.4800,0.000082
FILLER_79_987,VGND,li1,460.0000,228.4800,0.000095
FILLER_79_983,VGND,li1,458.6200,228.4800,0.000095
FILLER_79_978,VGND,li1,455.6300,228.4800,0.000099
FILLER_79_884,VGND,li1,412.3900,228.4800,0.000124
FILLER_79_839,VGND,li1,391.6900,228.4800,0.000116
FILLER_79_819,VGND,li1,382.7200,228.4800,0.000109
FILLER_79_815,VGND,li1,381.3400,228.4800,0.000109
FILLER_79_785,VGND,li1,367.0800,228.4800,0.000093
FILLER_79_782,VGND,li1,365.7000,228.4800,0.000093
FILLER_79_746,VGND,li1,348.9100,228.4800,0.000069
FILLER_79_744,VGND,li1,348.2200,228.4800,0.000069
FILLER_79_724,VGND,li1,339.4800,228.4800,0.000054
FILLER_79_712,VGND,li1,333.9600,228.4800,0.000047
FILLER_79_709,VGND,li1,331.8900,228.4800,0.000043
FILLER_79_707,VGND,li1,331.2000,228.4800,0.000048
FILLER_79_703,VGND,li1,329.8200,228.4800,0.000048
FILLER_79_698,VGND,li1,326.8300,228.4800,0.000059
FILLER_79_696,VGND,li1,326.1400,228.4800,0.000059
FILLER_79_692,VGND,li1,324.7600,228.4800,0.000064
FILLER_79_671,VGND,li1,314.4100,228.4800,0.000085
FILLER_79_660,VGND,li1,309.3500,228.4800,0.000092
FILLER_79_656,VGND,li1,308.2000,228.4800,0.000096
FILLER_79_645,VGND,li1,302.4500,228.4800,0.000104
FILLER_79_641,VGND,li1,301.3000,228.4800,0.000107
FILLER_79_610,VGND,li1,286.3500,228.4800,0.000122
FILLER_79_608,VGND,li1,285.6600,228.4800,0.000124
FILLER_79_604,VGND,li1,284.2800,228.4800,0.000124
FILLER_79_587,VGND,li1,276.4600,228.4800,0.000130
FILLER_79_567,VGND,li1,266.8000,228.4800,0.000135
FILLER_79_561,VGND,li1,263.8100,228.4800,0.000136
FILLER_79_558,VGND,li1,262.6600,228.4800,0.000136
FILLER_79_554,VGND,li1,261.2800,228.4800,0.000137
FILLER_79_542,VGND,li1,257.6000,228.4800,0.000138
FILLER_79_520,VGND,li1,244.9500,228.4800,0.000140
FILLER_79_518,VGND,li1,244.2600,228.4800,0.000140
FILLER_79_515,VGND,li1,242.6500,228.4800,0.000140
FILLER_79_507,VGND,li1,240.5800,228.4800,0.000140
FILLER_79_503,VGND,li1,237.1300,228.4800,0.000140
FILLER_79_501,VGND,li1,236.4400,228.4800,0.000140
FILLER_79_466,VGND,li1,220.1100,228.4800,0.000123
FILLER_79_462,VGND,li1,218.9600,228.4800,0.000120
FILLER_79_419,VGND,li1,198.4900,228.4800,0.000089
FILLER_79_417,VGND,li1,197.8000,228.4800,0.000089
FILLER_79_409,VGND,li1,195.5000,228.4800,0.000085
FILLER_79_403,VGND,li1,191.1300,228.4800,0.000077
FILLER_79_401,VGND,li1,190.4400,228.4800,0.000077
FILLER_79_393,VGND,li1,188.1400,228.4800,0.000073
FILLER_79_391,VGND,li1,185.6100,228.4800,0.000068
FILLER_79_388,VGND,li1,184.2300,228.4800,0.000064
FILLER_79_384,VGND,li1,183.0800,228.4800,0.000064
FILLER_79_377,VGND,li1,179.4000,228.4800,0.000058
FILLER_79_350,VGND,li1,166.9800,228.4800,0.000088
FILLER_79_337,VGND,li1,160.7700,228.4800,0.000112
FILLER_79_335,VGND,li1,159.8500,228.4800,0.000112
FILLER_79_323,VGND,li1,156.8600,228.4800,0.000123
FILLER_79_281,VGND,li1,135.2400,228.4800,0.000166
FILLER_79_279,VGND,li1,134.0900,228.4800,0.000166
FILLER_79_277,VGND,li1,133.4000,228.4800,0.000166
FILLER_79_254,VGND,li1,122.8200,228.4800,0.000169
FILLER_79_227,VGND,li1,110.1700,228.4800,0.000168
FILLER_79_222,VGND,li1,108.1000,228.4800,0.000167
FILLER_79_189,VGND,li1,92.9200,228.4800,0.000162
FILLER_79_183,VGND,li1,90.6200,228.4800,0.000160
FILLER_79_171,VGND,li1,86.9400,228.4800,0.000159
FILLER_79_167,VGND,li1,82.5700,228.4800,0.000156
FILLER_79_156,VGND,li1,77.5100,228.4800,0.000152
FILLER_79_129,VGND,li1,65.7800,228.4800,0.000142
FILLER_79_102,VGND,li1,54.2800,228.4800,0.000113
FILLER_79_71,VGND,li1,38.4100,228.4800,0.000074
FILLER_79_63,VGND,li1,36.3400,228.4800,0.000068
FILLER_79_57,VGND,li1,31.9700,228.4800,0.000056
FILLER_79_52,VGND,li1,29.9000,228.4800,0.000051
FILLER_79_39,VGND,li1,23.6900,228.4800,0.000035
FILLER_79_7,VGND,li1,8.9700,228.4800,0.000041
FILLER_78_1493,VGND,li1,692.5300,223.0400,0.000025
FILLER_78_1485,VGND,li1,690.4600,223.0400,0.000025
FILLER_78_1483,VGND,li1,687.9300,223.0400,0.000025
FILLER_78_1481,VGND,li1,687.2400,223.0400,0.000025
FILLER_78_1477,VGND,li1,685.8600,223.0400,0.000025
FILLER_78_1465,VGND,li1,682.1800,223.0400,0.000025
FILLER_78_1453,VGND,li1,676.6600,223.0400,0.000025
FILLER_78_1441,VGND,li1,671.1400,223.0400,0.000025
FILLER_78_1429,VGND,li1,665.6200,223.0400,0.000025
FILLER_78_1427,VGND,li1,662.1700,223.0400,0.000025
FILLER_78_1425,VGND,li1,661.4800,223.0400,0.000025
FILLER_78_1417,VGND,li1,659.1800,223.0400,0.000025
FILLER_78_1405,VGND,li1,654.5800,223.0400,0.000025
FILLER_78_1393,VGND,li1,649.0600,223.0400,0.000025
FILLER_78_1381,VGND,li1,643.5400,223.0400,0.000025
FILLER_78_1326,VGND,li1,615.7100,223.0400,0.000067
FILLER_78_1312,VGND,li1,609.5000,223.0400,0.000075
FILLER_78_1308,VGND,li1,608.1200,223.0400,0.000075
FILLER_78_1297,VGND,li1,602.3700,223.0400,0.000083
FILLER_78_1267,VGND,li1,588.5700,223.0400,0.000091
FILLER_78_1265,VGND,li1,587.8800,223.0400,0.000092
FILLER_78_1261,VGND,li1,586.5000,223.0400,0.000092
FILLER_78_1259,VGND,li1,584.8900,223.0400,0.000093
FILLER_78_1257,VGND,li1,584.2000,223.0400,0.000093
FILLER_78_1240,VGND,li1,576.1500,223.0400,0.000097
FILLER_78_1238,VGND,li1,575.4600,223.0400,0.000097
FILLER_78_1230,VGND,li1,573.1600,223.0400,0.000097
FILLER_78_1205,VGND,li1,560.0500,223.0400,0.000100
FILLER_78_1200,VGND,li1,557.7500,223.0400,0.000100
FILLER_78_1191,VGND,li1,554.3000,223.0400,0.000100
FILLER_78_1138,VGND,li1,529.2300,223.0400,0.000096
FILLER_78_1136,VGND,li1,528.5400,223.0400,0.000095
FILLER_78_1132,VGND,li1,527.1600,223.0400,0.000095
FILLER_78_1104,VGND,li1,513.5900,223.0400,0.000083
FILLER_78_1097,VGND,li1,510.3700,223.0400,0.000081
FILLER_78_1093,VGND,li1,509.2200,223.0400,0.000080
FILLER_78_1058,VGND,li1,493.1200,223.0400,0.000060
FILLER_78_1050,VGND,li1,488.7500,223.0400,0.000049
FILLER_78_1048,VGND,li1,488.0600,223.0400,0.000049
FILLER_78_1044,VGND,li1,486.6800,223.0400,0.000045
FILLER_78_1035,VGND,li1,481.8500,223.0400,0.000053
FILLER_78_1031,VGND,li1,480.7000,223.0400,0.000058
FILLER_78_1020,VGND,li1,474.9500,223.0400,0.000068
FILLER_78_1012,VGND,li1,472.8800,223.0400,0.000071
FILLER_78_997,VGND,li1,464.6000,223.0400,0.000083
FILLER_78_967,VGND,li1,450.5700,223.0400,0.000104
FILLER_78_955,VGND,li1,445.0500,223.0400,0.000111
FILLER_78_953,VGND,li1,444.3600,223.0400,0.000111
FILLER_78_945,VGND,li1,442.0600,223.0400,0.000113
FILLER_78_921,VGND,li1,429.4100,223.0400,0.000126
FILLER_78_886,VGND,li1,413.3100,223.0400,0.000140
FILLER_78_883,VGND,li1,411.9300,223.0400,0.000142
FILLER_78_813,VGND,li1,379.9600,223.0400,0.000139
FILLER_78_810,VGND,li1,378.5800,223.0400,0.000139
FILLER_78_801,VGND,li1,374.2100,223.0400,0.000131
FILLER_78_798,VGND,li1,372.8300,223.0400,0.000131
FILLER_78_794,VGND,li1,371.6800,223.0400,0.000129
FILLER_78_769,VGND,li1,359.4900,223.0400,0.000111
FILLER_78_765,VGND,li1,358.3400,223.0400,0.000108
FILLER_78_740,VGND,li1,346.3800,223.0400,0.000089
FILLER_78_724,VGND,li1,338.7900,223.0400,0.000073
FILLER_78_699,VGND,li1,327.2900,223.0400,0.000065
FILLER_78_694,VGND,li1,324.9900,223.0400,0.000070
FILLER_78_688,VGND,li1,322.2300,223.0400,0.000078
FILLER_78_684,VGND,li1,321.0800,223.0400,0.000078
FILLER_78_680,VGND,li1,318.7800,223.0400,0.000083
FILLER_78_613,VGND,li1,288.4200,223.0400,0.000111
FILLER_78_601,VGND,li1,284.7400,223.0400,0.000112
FILLER_78_589,VGND,li1,279.2200,223.0400,0.000115
FILLER_78_587,VGND,li1,275.7700,223.0400,0.000117
FILLER_78_585,VGND,li1,275.0800,223.0400,0.000117
